,Yeshuv,23,24,25,26,27,28,29,30
0,70,11.010790886505415,8.135767332431715,5.956263642348225,4.332105673605851,3.1361253810084078,2.262765390458596,1.6287406917095062,1.1703778732778911
1,2100,1.2117943654441372,1.0259352408670088,0.8417004795655195,0.6737085278427322,0.5290569208964025,0.40945663284046235,0.31341865612533154,0.23792383792422944
2,2620,0.9952964734003977,0.7284759139903135,0.5315166511272343,0.3869440121603625,0.2812449296600346,0.20418436725343966,0.14811579094899377,0.10737954352940698
3,2650,3.5014504597334657,2.5751395393531897,1.8733777814474935,1.352362640997681,0.9709129305074654,0.6943523385140896,0.4952034899372817,0.35248464736214585
4,2660,1.5368633024198173,1.4242763239463216,1.318889028558926,1.2206511515851026,1.1293197559486956,1.0445559667976525,0.9659785406064575,0.8931937340916881
5,2800,0.33246110925765787,0.2870001788916879,0.24772759498176714,0.2138105611571727,0.18452485219991133,0.15924203128172187,0.1374175879335993,0.11858021768929139
6,3000,39.57980751958578,34.44035630872744,29.62818282152347,25.276169292041196,21.429819856902245,18.08384547396645,15.20575800101931,12.750369736752374
7,4000,24.11703441181892,19.520918132491808,15.75664855179165,12.6917430877616,10.206875449442622,8.198600166388593,6.579331971790391,5.276055711844664
8,5000,109.46327326726414,113.60779446373577,117.90833450753814,122.37137581371023,127.00326050947248,131.8104400520557,136.79956779253894,141.97753587324723
9,6100,17.73994228289169,18.690539701565687,19.692033005321093,20.74717839875014,21.858858379995798,23.030104080687778,24.264107587181307,25.5642316886487
10,6200,20.897504866192964,16.13095206168562,12.233150049707454,9.157813926409538,6.791205476993108,5.00176544713801,3.665544799759282,2.6766228231771767
11,6300,2.658842571074027,1.811214705391944,1.2289005323059046,0.8315707719342703,0.5616920994308248,0.37893987409635366,0.2554392416041008,0.17209420999104522
12,6400,4.187309829727987,2.907842569045929,2.011025655455813,1.386888009134812,0.9546156778252409,0.6562103449395357,0.4506770429784705,0.30932796539609736
13,6500,0.7260558826643031,0.49652719407141116,0.3382917134098078,0.229901989463106,0.1559743527091856,0.10569710439168455,0.07157061325071029,0.048437061571607355
14,6600,5.727078553523432,4.0639939766487,2.8676824080535877,2.0156448913450857,1.412925622129223,0.988566133092698,0.6907525451929294,0.48221731089933295
15,6700,1.6893118772223177,1.5718646114266004,1.462450851584493,1.3605728744713923,1.26574192209436,1.1774886828804183,1.0953680415378817,1.0189608342080696
16,6800,3.29967625746715,2.3941922379053717,1.725484437949115,1.2376415798592026,0.8847475176029851,0.6309758063399373,0.4492383659976144,0.3194661682546191
17,6900,4.969864324286258,4.463070211068132,4.00482501114407,3.591631671925662,3.2197637792304095,2.885527539063926,2.5853959614722273,2.3160729289126847
18,7200,0.7506299034069946,0.5481133133569572,0.3972602811303226,0.28641064532094945,0.20572205185200668,0.14737444072058492,0.10537727752483503,0.07524745095070101
19,7400,2.657941240066964,1.9124365644527026,1.3701502738669928,0.9786837726393518,0.6975832858078697,0.4964782083896189,0.3529761165756296,0.2507643418286624
20,7600,1.9073461231452773,1.9742288090465276,2.0434514038140628,2.115099507831912,2.189259275429104,2.266019102485087,2.345470246997591,2.4277070976987885
21,7900,19.061805821502254,19.226628962197786,19.392757726326025,19.560274890518105,19.729220730379726,19.899618681989793,20.07148560455589,20.244835851095832
22,8200,2.270788055568738,1.7030784746302272,1.2626527740487599,0.9284067532853212,0.6785971771218884,0.49389260745136276,0.3583615426000912,0.25944964037163176
23,8300,2.0912887859354874,1.3737952542683123,0.9002771112959358,0.5890373181008505,0.3850000650436857,0.2514699680466835,0.16418010166858726,0.10715942080568758
24,8400,2.4903294918033336,1.9335313628740236,1.496360508672376,1.1552661144402456,0.890338125311345,0.6852502843890854,0.5268753588193178,0.4047970256887789
25,8600,12.714096785626463,8.895385986522392,6.204766957171568,4.318946345427758,3.0019493312672085,2.084471120110927,1.4464019225966702,1.003170936881969
26,8700,4.298906642266951,3.2354848829094824,2.4296360442100418,1.8215006632397304,1.3639370053380135,1.0204086831253774,0.7629032508160166,0.5701039858683355
27,9100,4.0489342310933845,3.190377108195741,2.5015882153736015,1.9544348986710114,1.522856521039856,1.1841879191129607,0.9194342402642394,0.7130477626244084
28,9300,0.5955208573606339,0.4484897448436035,0.3336268302214852,0.24599281480670035,0.18022573211899054,0.13143787508625931,0.09554143154715689,0.069283806418609
29,9500,3.7445461450744704,2.7828921118737435,2.050309939877285,1.5012293916418873,1.0943227148442252,0.7951714141496008,0.5764787488893585,0.4172462229365132
30,9600,0.9931224794159682,0.7371782120650407,0.5422747791849287,0.39633896850397937,0.28834538185265574,0.20908688395590536,0.15125650656843673,0.10923581854318327
31,9700,0.7976742344805923,0.5687707699078096,0.4043625859262593,0.286886814432576,0.20324651279944064,0.1438450528053627,0.10173178233991174,0.07191176563283697
